,20,40,60,80,100,200
2000,0.08166662410281807,0.052139510479046185,0.019152750471685142,0.015223139586374411,0.00128719797639381,0.008428169942425153
4000,0.04324957478845369,0.002003706385451039,0.08849354194485631,0.010192452910815226,0.04096023369032706,0.00030092608383735
6000,0.019942212058894123,0.0022013870837003634,0.003059711503819744,0.0010675056212176954,0.0032339719752850923,0.006121129547117545
7000,0.012990468077231788,0.0,0.0,0.0,0.0,0.0
8000,0.0,0.0,0.0,0.0,0.0,0.0
10000,0.0,0.0,0.0,0.0,0.0,0.0
